text,label_bias
Trump has publicly taken aim at Germany â€“ even threatening last year to impose tariffs on foreign cars sold in the U.S. â€“ over trade deficits.,Non-biased
"Trump has repeatedly boasted about and taken credit for the stock marketâ€™s performance during his three years in office, including as recently as last Saturday after a strong rebound the day before. Trump has also warned that Wall Street would fall if a Democratic candidate wins the November presidential election.",Biased
"Trump has said he wants to keep some elements of Obamacare, such as allowing young adults to be covered under their parentsâ€™ insurance.Â ",Non-biased
Trump has shown at best a hazy grasp of his actual powers during his presidency and instead has made broad statements about his authority under the Constitution.,Biased
"Trump has threatened to deploy active-duty forces to combat protesters in U.S. cities, drawing rebukes from political leaders in both parties.",Non-biased
"Trump is â€œangryâ€ that intelligence officials informed Sanders and other members of Congress about some of Russiaâ€™s meddling efforts in the 2020 election cycle, Biden said, adding that the administration must do more to secure the integrity of our elections.",Biased
Trump is already bungling the coronavirus response â€”Â and it could get much worse,Biased
"Trump is also attempting an obvious slow-motion coup, in whichÂ he is purging senior national security officialsÂ who have shown themselves unwilling to do his bidding, for example, by turning the country's military against the American people.",Biased
"Trump is nothing if not a public relations savant. Once the dust settles, if he cannot take credit for restoring order, heâ€™ll do his best to deflect and lay the blame at someone elseâ€™s feet. Heâ€™ll remind his followers what the other side thinks of them, how they desecrated our American values, and what will happen to them if Joe Biden becomes the apologizer-in-chief.",Biased
"Trump is now considering additional tax cuts for the middle class, and White House economic adviser Larry Kudlow said in September that such a plan would be announced in mid-2020.",Non-biased
Trump is still sabotaging Obamacare â€” as COVID-19 looms over the uninsured,Biased
"Trump lags behind Biden in national opinion polls on the question of who would better handle healthcare, and the protections for people with pre-existing conditions are one of the most popular measures in the law, known as Obamacare.",Non-biased
"Trump likes to tell this story with vivid and completely made-up details about swaddling a baby in blankets before murdering it. The Senate held hearings in which anti-choice activist Jill Stanek â€” a crazed, racist liar who also claims Chinese people think aborted fetuses are a â€œdelicacyâ€ â€” claimed, almost certainly falsely, that she once witnessed a baby being killed this way.",Biased
Trump lost no time in tweeting his delight at the courtâ€™s ruling on a complaint brought by several Republican attorneys general and two Republican governors.,Non-biased
"Trump made his predecessor's posture toward Iran a centerpiece of his 2016 campaign, suggesting that a nuclear agreement worked out by President Barack Obama on behalf of the USA and five other nations was too soft on the country.",Non-biased
Trump made no mention at either campaign stop of the furor in Washington over his refusal on Wednesday to commit to a peaceful transfer of power if he loses the election.,Non-biased
"Trump made the announcement on Twitter hours after Governor Roy Cooper, a Democrat, rejected Republican demands for a full-fledged presidential nominating convention in Charlotte, telling organizers that planning for a scaled-down event was â€œa necessityâ€ due to the coronavirus.",Non-biased
"Trump may not be much of a stable genius,Â but he doesn't need to be the brightest bulb on the KKK Christmas tree to be a racist troll.",Biased
